numeric	how many games are played in a five-team round-robin tournament ?
numeric	what month were you born in if your birthstone is sardonyx ?
numeric	how much will the california be in the year 2000 ?
numeric	the film `` jaws '' was made in what year ?
numeric	how many muscles does the average adult use when going for a walk ?
numeric	when did the chernobyl nuclear accident occur ?
numeric	how many degrees cooler is the inside of a cucumber than the air outside ?
numeric	how many children under 18 are victims of some sort of physical abuse each year ?
numeric	what year did spielberg make `` jaws '' ?
numeric	how many spears are there on kenya 's flag ?
human	whose special bear 's creator was born on january 18 , 1779 ?
human	what major airline has the best safety record in the world ?
human	what civil war general wreaked havoc on the south by marching through georgia on his way to the sea ?
human	what creative genius said : `` everything comes to him who hustles while he waits '' ?
human	in the movie groundshog day what is the name of the character played by andie macdowell ?
human	what famous model was married to billy joel ?
human	who said `` the only thing we have to fear is fear itself '' ?
human	which presidents of the usa were masons ?
human	who wrote `` the scarlet letter '' ?
human	what is `` the airline built for professional travelers '' ?
location	where can i find information on the cyclone that hit new jersey on 8/28/1941 ?
location	what country in latin america is the largest one ?
location	where can i find information about bob barr , representative from georgia ?
location	what celestial body has a diameter of 864 , 000 miles ?
location	what country boasts the most cars per mile of road ?
location	what constellation represents a hunter with club and shield ?
location	where is procter & gamble headquartered in the u.s. ?
location	what is the capital of kosovo ?
location	where is south bend ?
location	what russian city used to be called st. petersburg and petrograd ?
description	how do i e-mail someone at aol.com from yahoo.com ?
description	how can i find out which cities have cable-modem access ?
description	how did super president gain his powers on the animated series ?
description	how do i love thee ?
description	what does the number 33 on the rolling rock beer bottle mean ?
description	what did john f. kennedy consider his greatest blunder in office ?
description	why are peanut butter cookies topped with crisscrosses ?
description	how was lawrence
description	what was nine tailors , the television show from 1974 , about ?
description	what is a caul ?
entity	name li 'l abner 's favorite indian drink .
entity	what mammal of north america is the world 's longest-lived for its size ?
entity	what disease is the second-biggest killer of north americans ?
entity	what disease does katharine hepburn have that makes her voice shake ?
entity	what is the term for someone who hates mankind ?
entity	what is a fear of strong light ?
entity	what blew up at lakehurst , new jersey , on may 6 , 1977 ?
entity	what do humans catch zoonose diseases from ?
entity	what fast food is prepared with a `` secret blend of 11 herbs and spices ? ''
entity	what kind of fruit is a yellow transparent ?
abbreviation	what does the abbreviation ioc stand for ?
abbreviation	what do the letters d.c. stand for in washington , d.c. ?
abbreviation	what does vcr stand for ?
abbreviation	what does nn o `` mean when used as a prefix in irish surnames ?
abbreviation	what is html ?
abbreviation	what is the abbreviation for micro ?
abbreviation	what do the letters ce stand for on so many products , particularly electrical , purchased now ?
abbreviation	what does the abbreviation aids stand for ?
abbreviation	what does the acronym cpr mean ?
abbreviation	what is the abbreviated form of the national bureau of investigation ?
